City,City_Tier,Property_Type,BHK,Builtup_Area_sqft,Property_Age_years,Floor,Total_Floors,Furnishing,Parking,Distance_to_Metro_km,Distance_to_School_km,Distance_to_Hospital_km,Average_Area_Price_sqft,Rental_Yield_percent,Annual_Rent,Property_Price,Investment_Category
Rourkela,Tier_3,Apartment,1,979,0,2,6,Unfurnished,Open,5.54,2.06,6.27,1915,4.68,86614,1850735,High ROI
Cuttack,Tier_3,Apartment,1,1035,0,7,8,Fully-Furnished,Open,1.2,0.11,3.47,3277,3.72,127686,3432421,High ROI
Vadodara,Tier_2,Apartment,1,758,2,2,4,Unfurnished,Open,0.62,5.37,7.34,3309,3.34,86029,2575729,Medium ROI
Jamshedpur,Tier_3,Plot,1,1341,4,0,3,Fully-Furnished,Open,6.54,0.01,5.5,3283,4.55,202049,4440647,High ROI
Tiruchirappalli,Tier_3,Independent House,1,665,4,0,2,Semi-Furnished,Open,5.58,3.38,1.35,2292,3.2,51025,1594541,Medium ROI
Kota,Tier_3,Apartment,3,832,7,0,6,Fully-Furnished,Covered,7.51,1.78,5.15,2795,4.8,103483,2155900,High ROI
Dehradun,Tier_3,Apartment,3,1479,3,5,6,Semi-Furnished,Covered,9.67,1.48,3.09,2743,2.83,108973,3850662,Medium ROI
Patna,Tier_2,Apartment,3,1201,26,1,3,Unfurnished,Open,5.07,1.7,4.3,2298,1.5,39407,2627188,Low ROI
Chennai,Tier_1,Apartment,2,929,18,6,10,Fully-Furnished,Open,4.29,3.15,4.22,4434,1.78,75044,4216003,Low ROI
Howrah,Tier_3,Apartment,3,1546,11,5,6,Semi-Furnished,Open,10.69,0.12,1.04,2744,3.8,159578,4199429,High ROI
Moradabad,Tier_3,Villa,3,2947,3,0,2,Semi-Furnished,Covered,0.78,2.88,8.39,3873,3.01,343417,11409208,Medium ROI
Gaya,Tier_3,Apartment,1,300,40,3,7,Unfurnished,Open,3.14,7.69,0.56,1810,3.95,20351,515238,High ROI
Coimbatore,Tier_3,Apartment,1,893,6,5,6,Semi-Furnished,Open,3.63,0.05,3.17,2660,4.06,95300,2347299,High ROI
Ongole,Tier_3,Apartment,2,1051,3,5,8,Fully-Furnished,Covered,7.14,2.29,3.91,2827,4.17,133413,3199376,High ROI
Surat,Tier_2,Apartment,3,1329,6,5,8,Fully-Furnished,Covered,6.09,5.91,11.03,5413,2.46,189790,7715046,Low ROI
Vadodara,Tier_2,Independent House,3,1591,10,0,2,Unfurnished,None,5.78,2.35,6.22,3449,1.53,85906,5614808,Low ROI
Chandigarh,Tier_2,Apartment,2,724,13,1,4,Fully-Furnished,Open,4.89,5.61,6.49,4092,2.88,84557,2936034,Medium ROI
Jaipur,Tier_2,Apartment,2,1084,11,3,7,Semi-Furnished,Open,4.72,0.62,1.12,3437,2.15,75148,3495279,Low ROI
Faridabad,Tier_3,Apartment,2,890,0,4,7,Unfurnished,Open,8.37,2.41,2.75,2162,3.82,72871,1907639,High ROI
Nizamabad,Tier_3,Apartment,4,1367,2,7,9,Unfurnished,None,1.87,2.56,3.26,2685,2.43,88506,3642231,Low ROI
Aligarh,Tier_3,Plot,3,1960,8,0,2,Fully-Furnished,Open,5.06,2.77,7.7,2023,4.74,189212,3991834,High ROI
Jabalpur,Tier_3,Independent House,3,1241,2,0,1,Semi-Furnished,Open,2.53,4.09,4.6,2492,3.94,116017,2944613,High ROI
Patna,Tier_2,Apartment,2,1273,5,2,6,Fully-Furnished,Open,4.93,4.2,3.14,4687,3.2,205685,6427657,Medium ROI
Visakhapatnam,Tier_3,Apartment,1,800,0,2,5,Semi-Furnished,Covered,3.97,4.05,1.03,3154,3.22,81581,2533573,Medium ROI
Kolhapur,Tier_3,Independent House,1,739,3,0,2,Fully-Furnished,None,6.19,1.42,5.77,3250,3.22,77551,2408421,Medium ROI
Visakhapatnam,Tier_3,Independent House,3,1168,19,0,3,Unfurnished,Covered,6.83,3.18,2.94,1982,3.96,91715,2316036,High ROI
Surat,Tier_2,Independent House,2,883,5,0,2,Unfurnished,None,11.21,1.24,6.51,5026,1.65,70009,4243021,Low ROI
Gaya,Tier_3,Independent House,3,1238,11,0,2,Unfurnished,Open,4.21,2.58,3.69,2559,3.26,97084,2978045,Medium ROI
Jabalpur,Tier_3,Apartment,1,736,12,5,6,Unfurnished,Open,0.32,1.98,0.31,2230,2.62,40739,1554935,Medium ROI
Cuttack,Tier_3,Villa,3,3244,15,0,3,Unfurnished,Covered,3.04,3.64,0.35,2385,4.58,328581,7174262,High ROI
Erode,Tier_3,Independent House,2,984,1,0,1,Fully-Furnished,Open,6.91,5.6,1.34,3743,3.42,125922,3681955,Medium ROI
Firozabad,Tier_3,Apartment,3,1454,3,4,8,Semi-Furnished,Open,6.43,2.48,0.69,3000,4.34,186466,4296460,High ROI
Tiruppur,Tier_3,Apartment,1,697,0,1,3,Semi-Furnished,Open,3.31,0.41,3.21,2317,3.6,59130,1642509,High ROI
Vijayawada,Tier_3,Independent House,2,1482,0,0,2,Semi-Furnished,None,6.35,3.48,3.1,2797,5.36,224371,4186042,High ROI
Vijayawada,Tier_3,Apartment,1,843,2,3,6,Unfurnished,None,6.02,3.58,2.31,1806,3.29,53658,1630950,Medium ROI
Nizamabad,Tier_3,Apartment,4,1420,3,0,2,Semi-Furnished,Covered,8.65,4.38,0.18,3063,4.29,177331,4133611,High ROI
Ludhiana,Tier_3,Apartment,2,1135,4,3,4,Semi-Furnished,Open,3.69,0.89,2.76,2085,5.08,118163,2326052,High ROI
Tiruppur,Tier_3,Plot,2,1406,26,0,2,Unfurnished,None,4.69,1.99,1.57,1558,3.22,74850,2324553,Medium ROI
Karnal,Tier_3,Villa,2,2260,1,0,1,Unfurnished,Open,7.84,3.52,0.42,3999,3.95,369985,9366725,High ROI
Moradabad,Tier_3,Apartment,2,1099,3,8,9,Unfurnished,Open,7.42,0.73,8.42,2129,2.46,56511,2297224,Low ROI
Jalandhar,Tier_3,Independent House,2,1036,5,0,3,Fully-Furnished,Open,2.41,2.85,5.3,2773,3.26,87610,2687441,Medium ROI
Solapur,Tier_3,Independent House,2,1437,4,0,2,Unfurnished,None,1.68,0.45,2.53,2600,3.41,127405,3736246,Medium ROI
Chennai,Tier_1,Apartment,3,1317,25,7,10,Fully-Furnished,Open,9.49,5.48,8.57,5467,1.5,108268,7217901,Low ROI
Jodhpur,Tier_3,Plot,2,1408,30,0,2,Fully-Furnished,Covered,5.72,1.12,4.42,1860,5.19,132361,2550317,High ROI
Bhavnagar,Tier_3,Apartment,3,1161,2,2,7,Semi-Furnished,Covered,0.25,3.61,5.41,2624,3.39,106147,3131183,Medium ROI
Mangalore,Tier_3,Apartment,3,1105,4,0,4,Fully-Furnished,Open,4.8,0.88,0.72,3619,2.67,111606,4180008,Medium ROI
Tirunelveli,Tier_3,Apartment,3,879,11,9,10,Semi-Furnished,None,4.04,0.49,2.18,2448,4.3,94299,2193015,High ROI
Hubli-Dharwad,Tier_3,Apartment,3,1221,4,0,12,Fully-Furnished,Covered,5.75,3.22,0.11,2551,3.31,95163,2875027,Medium ROI
Vijayawada,Tier_3,Apartment,2,794,15,0,3,Semi-Furnished,Open,4.03,3.82,6.36,2415,3.45,65853,1908798,Medium ROI
Surat,Tier_2,Villa,2,2308,9,0,3,Semi-Furnished,Covered,9.37,5.26,8.18,5853,1.5,198637,13242493,Low ROI
Nashik,Tier_3,Apartment,2,1063,4,2,4,Fully-Furnished,Covered,6.07,2.72,1.37,3464,2.93,110363,3766663,Medium ROI
Ongole,Tier_3,Apartment,2,794,0,3,10,Semi-Furnished,Open,1.75,1.47,4.36,2344,4.38,87685,2001960,High ROI
Jabalpur,Tier_3,Independent House,3,1149,13,0,2,Semi-Furnished,Open,8.38,1.04,1.7,2777,3.93,134114,3412588,High ROI
Ranchi,Tier_3,Apartment,2,1360,1,4,7,Semi-Furnished,Covered,5.15,4.34,5.21,2686,3.78,134660,3562445,High ROI
Vadodara,Tier_2,Apartment,2,808,5,11,13,Unfurnished,Open,2.6,1.46,7.85,3665,3.06,87085,2845920,Medium ROI
Ujjain,Tier_3,Apartment,3,1326,5,2,6,Fully-Furnished,Open,4.26,0.64,2.31,2423,4.46,145947,3272363,High ROI
Bijapur,Tier_3,Apartment,1,915,6,4,7,Unfurnished,Open,2.46,4.59,2.0,1805,3.06,49837,1628664,Medium ROI
Agartala,Tier_3,Apartment,3,1338,8,0,7,Fully-Furnished,Covered,2.82,1.66,3.56,2514,2.33,80292,3446018,Low ROI
Agartala,Tier_3,Apartment,2,1081,2,2,6,Semi-Furnished,Open,1.89,4.26,7.73,2088,3.22,75804,2354175,Medium ROI
Karnal,Tier_3,Apartment,2,913,3,0,8,Unfurnished,Open,3.51,0.47,0.81,2749,4.03,108168,2684089,High ROI
Ahmedabad,Tier_1,Plot,2,1385,0,0,2,Unfurnished,Covered,5.02,5.55,10.98,6387,1.5,141734,9448994,Low ROI
Ahmedabad,Tier_1,Apartment,2,871,3,0,6,Semi-Furnished,Open,14.1,5.81,7.37,7261,1.5,95522,6368146,Low ROI
Warangal,Tier_3,Independent House,1,835,0,0,3,Semi-Furnished,Open,3.75,2.77,3.69,3559,3.1,89628,2891258,Medium ROI
Tiruppur,Tier_3,Apartment,3,1499,2,0,4,Fully-Furnished,Open,7.74,4.04,7.04,2727,2.85,119752,4201838,Medium ROI
Meerut,Tier_3,Apartment,3,1016,7,6,8,Semi-Furnished,Open,8.99,3.85,1.04,2015,5.11,107446,2102681,High ROI
Faridabad,Tier_3,Plot,2,1413,2,0,1,Unfurnished,Open,3.23,3.54,3.04,1881,4.65,128608,2765764,High ROI
Madurai,Tier_3,Apartment,3,1133,1,0,4,Semi-Furnished,Open,1.41,2.12,3.99,2916,3.9,119822,3072361,High ROI
Bhopal,Tier_2,Apartment,2,678,4,2,4,Fully-Furnished,None,5.18,1.32,6.92,5538,1.91,69364,3631630,Low ROI
Nizamabad,Tier_3,Apartment,4,1452,1,3,4,Unfurnished,Open,1.9,0.66,7.46,2979,3.51,148755,4238046,High ROI
Puducherry,Tier_3,Apartment,2,1322,0,8,12,Fully-Furnished,Covered,6.99,3.77,2.68,3672,4.61,230244,4994455,High ROI
Bokaro,Tier_3,Independent House,1,1272,2,0,2,Fully-Furnished,Covered,6.43,1.86,5.97,2940,4.26,160945,3778075,High ROI
Surat,Tier_2,Independent House,4,1828,2,0,1,Fully-Furnished,Open,4.25,2.69,9.5,4745,3.9,357467,9165821,High ROI
Aligarh,Tier_3,Apartment,2,846,22,4,5,Semi-Furnished,None,4.08,1.44,3.17,2032,3.2,57727,1803978,Medium ROI
Tiruppur,Tier_3,Apartment,2,901,8,0,4,Fully-Furnished,Open,8.33,3.49,0.6,3252,3.86,117140,3034727,High ROI
Bhubaneswar,Tier_3,Apartment,1,832,9,1,4,Fully-Furnished,None,12.85,4.89,0.18,2598,2.69,60009,2230838,Medium ROI
Dehradun,Tier_3,Plot,4,1944,2,0,1,Semi-Furnished,None,5.64,0.11,0.21,2187,4.32,191570,4434494,High ROI
Erode,Tier_3,Plot,3,1602,16,0,2,Semi-Furnished,Covered,3.31,0.7,3.64,2038,5.5,190187,3457958,High ROI
Hubli-Dharwad,Tier_3,Apartment,3,1273,9,8,9,Unfurnished,Open,3.06,1.57,2.46,2060,4.53,112682,2487473,High ROI
Nanded,Tier_3,Apartment,1,983,5,0,3,Unfurnished,Covered,1.87,0.12,2.66,3015,3.5,103117,2946201,High ROI
Dehradun,Tier_3,Apartment,2,1485,2,1,4,Unfurnished,Open,5.3,2.63,4.31,1999,2.08,58667,2820554,Low ROI
Thane,Tier_2,Apartment,3,1482,4,9,10,Unfurnished,Open,3.72,4.41,2.96,3024,1.98,90068,4548930,Low ROI
Jalandhar,Tier_3,Apartment,3,1000,3,0,5,Unfurnished,Covered,5.95,7.64,0.42,2390,4.92,112589,2288411,High ROI
Vasai-Virar,Tier_3,Independent House,3,1399,2,0,1,Fully-Furnished,Covered,7.73,2.66,4.1,3213,4.02,192737,4794458,High ROI
Mysore,Tier_3,Apartment,2,582,12,5,6,Semi-Furnished,Open,3.44,4.87,2.06,2800,3.72,65332,1756238,High ROI
Gaya,Tier_3,Apartment,2,1011,0,0,7,Fully-Furnished,Covered,7.6,1.42,1.49,3855,4.25,176547,4154058,High ROI
Firozabad,Tier_3,Villa,2,2245,3,0,1,Semi-Furnished,Covered,0.43,2.03,1.66,4196,5.16,508300,9850785,High ROI
Vijayawada,Tier_3,Villa,2,2386,8,0,2,Semi-Furnished,None,5.95,0.12,2.7,3399,3.74,290743,7773893,High ROI
Varanasi,Tier_3,Apartment,3,1319,6,7,8,Unfurnished,Open,6.01,4.55,7.02,2806,3.17,118400,3735037,Medium ROI
Patna,Tier_2,Apartment,2,1105,1,5,13,Fully-Furnished,None,4.61,1.88,3.3,4653,1.76,88624,5035506,Low ROI
Nanded,Tier_3,Villa,2,2840,5,0,2,Semi-Furnished,Open,3.53,0.58,7.0,3764,4.16,471277,11328786,High ROI
Meerut,Tier_3,Independent House,2,1206,12,0,3,Unfurnished,Open,6.78,0.2,3.45,2905,3.71,126503,3409798,High ROI
Delhi,Tier_1,Apartment,2,715,2,5,7,Unfurnished,Covered,12.32,6.83,9.1,6390,1.5,73077,4871813,Low ROI
Puducherry,Tier_3,Apartment,2,1286,4,0,3,Fully-Furnished,Open,3.0,3.38,1.85,2654,3.8,128995,3394613,High ROI
Karnal,Tier_3,Apartment,2,752,18,8,9,Semi-Furnished,Open,7.49,4.72,1.17,2531,4.04,79630,1971043,High ROI
Vijayawada,Tier_3,Plot,2,1494,48,0,2,Unfurnished,Open,0.95,1.91,3.1,1143,3.64,58636,1610900,High ROI
Navi Mumbai,Tier_2,Apartment,2,1066,3,2,3,Semi-Furnished,Open,10.79,5.14,8.52,3638,2.62,97217,3710585,Medium ROI
Nellore,Tier_3,Independent House,2,1218,6,0,2,Semi-Furnished,Covered,6.9,3.06,7.28,3071,5.15,199525,3874272,High ROI
Jhansi,Tier_3,Apartment,3,1553,3,5,11,Unfurnished,None,2.52,3.78,7.19,2325,3.7,126843,3428194,High ROI
Dehradun,Tier_3,Plot,4,1604,8,0,3,Unfurnished,Covered,0.82,5.36,8.11,1706,3.75,107836,2875651,High ROI
Kolkata,Tier_1,Independent House,2,1202,2,0,1,Unfurnished,Covered,13.02,6.21,4.65,5022,1.5,90629,6041981,Low ROI
Solapur,Tier_3,Apartment,3,1274,9,4,5,Semi-Furnished,Open,5.57,5.06,5.32,1888,4.15,100334,2417708,High ROI
Kolhapur,Tier_3,Apartment,2,803,4,4,8,Fully-Furnished,Covered,13.19,2.25,2.07,2413,3.91,79557,2034724,High ROI
Sikar,Tier_3,Apartment,4,1248,17,2,11,Unfurnished,Covered,4.76,4.04,3.12,2170,4.11,106692,2595920,High ROI
Cuttack,Tier_3,Apartment,3,1096,29,2,6,Semi-Furnished,None,3.41,1.08,1.44,2243,2.37,57880,2442200,Low ROI
Dhanbad,Tier_3,Plot,2,1330,0,0,1,Fully-Furnished,Covered,3.23,1.92,3.05,3148,4.13,159959,3873118,High ROI
Moradabad,Tier_3,Apartment,2,1174,3,0,4,Fully-Furnished,None,2.05,5.14,0.35,2424,3.45,98177,2845711,Medium ROI
Gurgaon,Tier_2,Apartment,2,1066,3,0,5,Fully-Furnished,Covered,10.56,4.46,5.79,4485,1.5,76319,5087968,Low ROI
Ongole,Tier_3,Independent House,2,766,7,0,1,Unfurnished,Open,4.05,2.21,1.24,2337,3.69,66510,1802466,High ROI
Bathinda,Tier_3,Apartment,4,1233,2,5,8,Unfurnished,Covered,2.76,4.01,6.26,2638,3.86,130619,3383933,High ROI
Bhubaneswar,Tier_3,Plot,2,1044,5,0,3,Unfurnished,Open,2.5,2.3,7.46,2434,4.75,124121,2613074,High ROI
Dehradun,Tier_3,Apartment,3,1187,3,1,7,Fully-Furnished,Covered,9.71,5.65,8.75,3167,3.62,146411,4044523,High ROI
Kolkata,Tier_1,Apartment,2,1059,3,0,6,Semi-Furnished,Open,4.45,6.28,6.12,6209,1.97,131515,6675916,Low ROI
Jodhpur,Tier_3,Apartment,2,961,28,3,6,Semi-Furnished,Open,7.54,2.79,1.87,1991,4.14,77633,1875214,High ROI
Faridabad,Tier_3,Villa,3,2309,1,0,1,Fully-Furnished,Open,6.04,1.68,4.55,3757,3.99,322509,8082946,High ROI
Allahabad,Tier_3,Apartment,3,1275,7,1,5,Fully-Furnished,Open,6.49,2.35,1.56,2677,3.16,100807,3190101,Medium ROI
Gwalior,Tier_3,Apartment,3,1186,5,1,10,Unfurnished,None,6.67,2.68,2.13,2155,4.36,112450,2579133,High ROI
Bhavnagar,Tier_3,Apartment,1,843,5,1,3,Fully-Furnished,None,2.25,5.85,2.48,2946,3.98,96065,2413714,High ROI
Tiruchirappalli,Tier_3,Apartment,2,990,2,0,4,Fully-Furnished,Covered,2.73,0.77,1.83,3817,4.73,192413,4067939,High ROI
Mysore,Tier_3,Apartment,3,1102,3,2,8,Unfurnished,Open,4.29,4.99,1.4,2107,4.35,95281,2190376,High ROI
Agra,Tier_3,Apartment,2,961,26,7,12,Unfurnished,Open,3.81,4.38,5.8,2189,2.88,62725,2177979,Medium ROI
Warangal,Tier_3,Apartment,2,744,0,0,7,Unfurnished,Open,0.71,3.0,3.06,2963,4.14,88815,2145292,High ROI
Cuttack,Tier_3,Apartment,3,870,5,7,9,Semi-Furnished,Open,4.03,3.67,0.41,2958,2.38,62728,2635649,Low ROI
Bokaro,Tier_3,Apartment,2,689,17,5,7,Unfurnished,Open,1.49,1.37,3.77,1715,5.12,59514,1162396,High ROI
Vijayawada,Tier_3,Apartment,3,1187,2,3,6,Fully-Furnished,Covered,1.55,4.93,1.08,2935,4.18,140505,3361380,High ROI
Bhubaneswar,Tier_3,Apartment,4,1439,13,1,6,Fully-Furnished,Covered,5.4,3.41,3.64,2407,3.02,109081,3611983,Medium ROI
Hyderabad,Tier_1,Plot,2,1091,31,0,1,Semi-Furnished,Covered,8.71,8.43,8.71,4622,1.72,80753,4694992,Low ROI
Kolhapur,Tier_3,Villa,1,2165,6,0,2,Unfurnished,Open,1.23,3.56,3.04,2683,4.11,235800,5737250,High ROI
Hubli-Dharwad,Tier_3,Apartment,5,1513,0,3,7,Fully-Furnished,Open,3.56,3.26,4.28,3093,2.02,100888,4994479,Low ROI
Ongole,Tier_3,Apartment,1,734,3,2,5,Fully-Furnished,Covered,7.7,2.27,1.81,3223,2.71,65527,2417984,Medium ROI
Lucknow,Tier_2,Apartment,2,1096,3,5,8,Unfurnished,Open,7.88,1.08,3.55,3013,2.67,94992,3557767,Medium ROI
Sikar,Tier_3,Apartment,4,1203,28,2,5,Semi-Furnished,None,5.83,2.71,1.73,1509,3.93,68169,1734581,High ROI
Gaya,Tier_3,Apartment,3,1342,4,1,7,Semi-Furnished,Open,2.15,5.87,1.06,2544,3.31,116251,3512129,Medium ROI
Ongole,Tier_3,Apartment,2,1040,4,0,4,Semi-Furnished,None,0.4,1.82,3.58,2389,4.56,121665,2668110,High ROI
Thane,Tier_2,Independent House,3,1202,10,0,2,Semi-Furnished,Open,1.77,4.35,6.93,5153,1.5,93222,6214831,Low ROI
Kota,Tier_3,Apartment,2,1340,11,7,10,Semi-Furnished,None,6.2,1.97,4.84,1806,3.37,84305,2501654,Medium ROI
Bengaluru,Tier_1,Independent House,3,1670,2,0,1,Fully-Furnished,Open,1.01,1.76,9.1,6608,1.59,165920,10435276,Low ROI
Kochi,Tier_3,Apartment,2,1083,10,6,9,Fully-Furnished,None,8.95,4.54,1.38,2844,4.04,123082,3046607,High ROI
Hyderabad,Tier_1,Villa,3,2232,2,0,2,Fully-Furnished,Open,10.72,0.9,10.35,7274,1.5,232420,15494696,Low ROI
Ranchi,Tier_3,Independent House,3,1132,4,0,1,Fully-Furnished,None,5.17,2.9,2.71,3850,3.15,130407,4139913,Medium ROI
Jodhpur,Tier_3,Apartment,1,1009,1,3,5,Fully-Furnished,Covered,8.97,3.38,2.3,2945,3.64,106235,2918559,High ROI
Bhubaneswar,Tier_3,Apartment,2,1147,0,3,4,Fully-Furnished,None,3.45,2.46,1.51,3208,4.55,175473,3856556,High ROI
Nizamabad,Tier_3,Apartment,3,1219,4,5,9,Unfurnished,Open,2.49,4.82,2.53,1916,3.28,75054,2288258,Medium ROI
Vadodara,Tier_2,Apartment,2,1131,2,1,7,Fully-Furnished,Open,8.53,2.35,5.17,4176,1.78,85893,4825453,Low ROI
Ongole,Tier_3,Plot,4,1220,4,0,1,Fully-Furnished,None,1.97,0.07,3.47,2302,4.81,128322,2667837,High ROI
Jalandhar,Tier_3,Apartment,3,1262,11,0,4,Semi-Furnished,None,9.09,0.67,7.12,2654,3.06,110096,3597912,Medium ROI
Salem,Tier_3,Villa,2,2710,2,0,2,Semi-Furnished,Covered,0.59,0.4,1.32,3814,2.58,252470,9785660,Medium ROI
Nellore,Tier_3,Apartment,3,1099,8,4,9,Unfurnished,Open,6.68,6.06,2.18,2286,4.32,102770,2378943,High ROI
Tiruppur,Tier_3,Apartment,3,1656,4,7,11,Fully-Furnished,Open,2.15,0.5,1.51,3063,3.13,152867,4883953,Medium ROI
Dehradun,Tier_3,Independent House,2,1166,16,0,1,Fully-Furnished,Open,2.64,4.19,5.45,2579,5.1,151526,2971103,High ROI
Karnal,Tier_3,Independent House,2,1324,6,0,1,Semi-Furnished,Open,6.75,0.91,1.89,3419,3.16,133592,4227615,Medium ROI
Bhopal,Tier_2,Independent House,2,1144,9,0,3,Fully-Furnished,Open,8.36,1.27,3.18,5770,2.88,194143,6741104,Medium ROI
Agra,Tier_3,Apartment,3,1414,0,6,7,Unfurnished,Covered,4.98,2.03,2.4,2671,3.81,144639,3796300,High ROI
Bokaro,Tier_3,Apartment,2,945,4,5,6,Semi-Furnished,Open,4.55,4.28,3.23,2303,5.5,126555,2301001,High ROI
Sikar,Tier_3,Independent House,1,466,19,0,2,Unfurnished,Covered,7.18,0.26,2.5,2828,2.95,36555,1239175,Medium ROI
Visakhapatnam,Tier_3,Apartment,3,1407,5,3,8,Fully-Furnished,Open,1.36,0.98,6.17,2430,4.9,171080,3491439,High ROI
Firozabad,Tier_3,Apartment,2,952,10,5,6,Unfurnished,Open,4.14,0.88,3.92,2458,4.98,120163,2412913,High ROI
Solapur,Tier_3,Apartment,2,868,12,0,2,Fully-Furnished,None,1.25,5.11,6.13,3193,3.86,109288,2831318,High ROI
Puducherry,Tier_3,Apartment,1,815,5,4,6,Semi-Furnished,Open,5.66,1.83,1.65,2477,3.72,71635,1925682,High ROI
Allahabad,Tier_3,Apartment,2,1054,6,8,10,Fully-Furnished,None,5.02,0.52,3.74,3252,2.93,105061,3585718,Medium ROI
Shimla,Tier_3,Independent House,1,1020,11,0,2,Unfurnished,None,7.18,2.4,5.91,2810,4.35,123508,2839274,High ROI
Mumbai,Tier_1,Plot,2,1831,1,0,1,Fully-Furnished,Open,15.26,3.37,6.3,7285,2.0,282851,14142569,Low ROI
Kanpur,Tier_2,Villa,2,2478,7,0,2,Fully-Furnished,Covered,3.55,2.19,5.41,5808,3.25,459989,14153523,Medium ROI
Gwalior,Tier_3,Villa,3,3661,2,0,2,Fully-Furnished,None,7.31,3.35,3.19,3281,3.28,375919,11460971,Medium ROI
Jaipur,Tier_2,Apartment,2,781,2,10,11,Semi-Furnished,None,9.0,5.31,4.59,4513,1.5,55552,3703484,Low ROI
Thiruvananthapuram,Tier_3,Villa,2,2992,9,0,1,Semi-Furnished,None,8.28,1.24,2.44,3784,2.81,297942,10602936,Medium ROI
Solapur,Tier_3,Independent House,1,843,27,0,1,Fully-Furnished,Covered,1.06,1.21,2.79,2274,3.81,73393,1926339,High ROI
Delhi,Tier_1,Apartment,2,574,1,5,8,Fully-Furnished,Open,13.75,3.16,12.18,7682,1.5,70585,4705709,Low ROI
Nizamabad,Tier_3,Villa,3,2819,24,0,1,Unfurnished,None,5.53,2.25,0.21,2047,4.91,293758,5982855,High ROI
Kota,Tier_3,Plot,2,1942,4,0,1,Unfurnished,Open,1.5,1.68,0.41,1692,3.46,114662,3313936,Medium ROI
Bokaro,Tier_3,Villa,2,2163,0,0,1,Fully-Furnished,Covered,6.03,6.73,6.18,3929,3.92,338837,8643820,High ROI
Meerut,Tier_3,Villa,2,2910,3,0,1,Unfurnished,Open,4.55,5.18,3.51,2704,3.12,245485,7868114,Medium ROI
Bokaro,Tier_3,Apartment,3,1159,2,0,5,Semi-Furnished,Covered,6.41,4.8,3.99,2309,3.71,105016,2830624,High ROI
Nellore,Tier_3,Apartment,2,833,7,2,9,Semi-Furnished,Covered,3.7,1.41,9.78,2999,4.18,96348,2304984,High ROI
Pune,Tier_1,Apartment,2,1037,5,0,5,Semi-Furnished,Open,10.42,4.22,9.31,6121,1.53,97132,6348542,Low ROI
Mangalore,Tier_3,Apartment,2,786,8,5,6,Fully-Furnished,Open,2.18,2.25,4.26,2368,4.08,70879,1737243,High ROI
Lucknow,Tier_2,Apartment,2,644,12,2,11,Fully-Furnished,Open,9.69,1.32,5.93,4591,2.42,74563,3081123,Low ROI
Karnal,Tier_3,Villa,1,2004,11,0,2,Fully-Furnished,Covered,0.63,2.66,1.72,3562,3.94,269748,6846413,High ROI
Gurgaon,Tier_2,Apartment,3,956,1,0,4,Semi-Furnished,Open,5.87,1.96,10.33,4668,3.18,134546,4231013,Medium ROI
Delhi,Tier_1,Villa,3,2599,1,0,1,Semi-Furnished,Covered,6.82,5.42,7.52,9009,1.5,367118,24474546,Low ROI
Navi Mumbai,Tier_2,Apartment,1,1002,6,2,4,Fully-Furnished,Covered,7.03,4.25,1.86,5633,1.98,103340,5219235,Low ROI
Thiruvananthapuram,Tier_3,Apartment,1,826,23,4,5,Fully-Furnished,None,4.16,0.28,1.41,2233,2.72,49046,1803178,Medium ROI
Warangal,Tier_3,Independent House,2,1195,0,0,1,Semi-Furnished,Covered,2.32,0.17,7.63,3903,1.64,78621,4794022,Low ROI
Thane,Tier_2,Apartment,2,935,0,0,6,Unfurnished,Open,3.73,0.7,4.38,3913,2.14,76829,3590152,Low ROI
Ghaziabad,Tier_2,Apartment,4,1499,9,0,6,Fully-Furnished,Covered,4.89,4.91,4.33,5321,1.91,156140,8174885,Low ROI
Varanasi,Tier_3,Apartment,2,1119,4,5,10,Semi-Furnished,Covered,1.61,3.25,6.4,2835,1.98,58987,2979181,Low ROI
Sikar,Tier_3,Plot,2,1550,45,0,3,Unfurnished,Covered,3.48,3.2,1.13,1109,2.95,50425,1709349,Medium ROI
Howrah,Tier_3,Independent House,2,943,1,0,1,Fully-Furnished,Open,2.25,0.05,2.71,3291,5.4,161996,2999930,High ROI
Jabalpur,Tier_3,Villa,2,1767,7,0,2,Fully-Furnished,Covered,0.85,0.04,3.86,5259,5.5,533656,9702846,High ROI
Dehradun,Tier_3,Independent House,2,728,6,0,1,Semi-Furnished,None,6.04,0.78,3.08,2857,3.62,76929,2125135,High ROI
Ongole,Tier_3,Independent House,4,1466,2,0,1,Fully-Furnished,Open,8.35,3.63,7.65,3869,4.28,235283,5497267,High ROI
Kalyan-Dombivali,Tier_3,Apartment,2,1165,7,3,6,Unfurnished,Covered,1.52,2.34,4.8,1994,3.85,86285,2241175,High ROI
Chennai,Tier_1,Plot,3,1566,0,0,3,Semi-Furnished,Covered,5.1,7.11,12.5,5434,2.13,195017,9155770,Low ROI
Lucknow,Tier_2,Apartment,2,497,18,3,4,Unfurnished,Open,7.17,5.71,4.46,2575,3.36,44118,1313037,Medium ROI
Visakhapatnam,Tier_3,Apartment,2,1064,6,2,4,Semi-Furnished,Covered,4.58,3.45,1.39,2986,2.51,77423,3084616,Medium ROI
Allahabad,Tier_3,Apartment,4,1772,7,0,3,Fully-Furnished,None,0.47,2.59,1.4,2237,2.5,98299,3931977,Medium ROI
